Nama Makanan,Ukuran Porsi,Kalori (kkal),Karbohidrat (g),Lemak (g),Protein (g)
Bumbu Kentang Goreng Rasa Jagung Bakar,100 g,375.0,75.0,0.0,0.0
Sosis Lauk Rasa Ayam Bakar,100 g,140.0,12.0,3.0,16.0
Sosis Bakar,100 g,140.0,12.0,7.0,12.0
Roti Tawar,100 g,275.0,50.0,6.25,10.0
Nasi Jeruk Ayam Bakar,100 g,821.67,116.67,20.0,46.67
Roti Stik Abon Ayam,100 g,342.86,52.86,11.43,10.0
Rumput Laut Panggang Rasa Jagung Bakar,100 g,500.0,20.0,40.0,20.0
Ikan Bawal Bakar,100 g,144.0,0.0,5.04,23.0
Ubi Bakar Cilembu,100 g,86.0,20.12,0.05,1.57
"Daging Ayam (Panggang, Bakar, Dimasak)",100 g,167.0,0.0,6.63,25.01
Ayam Bakar Bumbu Rujak,100 g,250.0,33.33,8.33,8.33
Sukro Oven Jagung Bakar,100 ml,520.0,52.0,28.0,16.0
Roti Gandum,100 g,277.78,45.56,6.67,8.89
Sosis Bakar Mini,100 g,250.0,15.0,17.0,10.0
Jagung Bakar (15g),100 g,333.33,40.0,20.0,6.67
Roti Jagung,100 g,309.09,54.55,10.91,7.27
Roti Sandwich,100 g,288.89,55.56,3.33,8.89
Roti Bakar,100 g,307.0,53.71,5.62,12.84
Sosis Bakar,100 g,140.0,6.0,8.0,12.0
Jagung Bakar Pedas,100 g,416.67,50.0,25.0,8.33
Roti Sandwich tanpa Kulit Gandum,100 g,277.78,45.56,6.67,8.89
Sosis Bakar Jumbo,100 g,250.0,13.0,18.0,10.0
Momogi Jagung Bakar,100 g,500.0,60.0,30.0,10.0
Ubi Bakar Cilembu,100 g,86.0,20.12,0.05,1.57
Twistko Rasa Jagung Bakar,100 g,500.0,70.0,25.0,10.0
Nasi Bakar,100 g,166.67,25.15,4.55,6.67
Snack Nugget Rasa Jagung Bakar Pedas,100 g,500.0,70.0,20.0,10.0
Tortilla Chips Rasa Jagung Bakar,100 g,500.0,64.29,21.43,10.71
Sosis Rasa Ayam Bakar,100 g,170.0,18.0,6.0,10.0
Pocket Sandwich Chocolate,100 g,320.0,44.0,12.0,8.0
Milk Bread,100 g,300.0,52.5,5.0,10.0
Keripik Singkong Rasa Keju Bakar,100 g,400.0,56.0,20.0,0.0
Potato Bun with Custard Filling,100 g,314.29,50.0,10.0,7.14
Nasi Bakar Ayam,100 g,166.67,25.15,4.55,6.67
Sosis Bakar,100 g,120.0,8.0,6.0,12.0
Popcorn Keju Bakar,100 g,433.33,76.67,13.33,3.33
Potato Bun with Chocolate Filling,100 g,328.57,48.57,10.0,7.14
Yoritos Rasa Jagung Bakar,100 g,500.0,70.0,25.0,10.0
Roti Kok,100 g,437.0,74.8,10.0,11.1
Pocket Sandwich Peanut,100 g,360.0,42.0,16.0,10.0
Mie Goreng Ayam Bakar Limau,100 g,449.44,68.54,15.73,8.99
Pang Pang Jagung Bakar,100 g,447.0,71.27,16.45,3.36
Strawberry Roll,100 g,327.27,52.73,10.91,7.27
Red Bean Bun,100 g,327.27,52.73,9.09,7.27
Nasi Bakar Ikan Cakalang,100 g,196.23,31.7,4.53,7.17
Kaya Bun,100 g,311.11,57.78,8.89,6.67
Nasi Bakar Ikan Cakalang,100 g,196.23,31.7,4.53,7.17
Sosis Bakar,100 g,140.0,19.0,2.0,12.0
Roti Balok Rasa Cokelat,100 g,360.0,50.0,14.0,8.0
Iga Bakar,100 g,254.0,0.94,19.0,19.1
Ayam Bakar,100 g,372.0,7.14,30.95,17.57
Roti Susu,100 g,300.0,52.5,5.0,10.0
Corntoz Rasa Jagung Bakar,100 g,1200.0,140.0,70.0,10.0
Ayam Bakar Limau,100 g,449.44,68.54,15.73,8.99
Jagung Bakar (18g),100 g,555.56,61.11,33.33,5.56
Sapi Bumbu Bakar,100 ml,500.0,55.0,30.0,10.0
Chocolate Bun,100 g,311.11,51.11,10.0,6.67
Potabee Ayam Bakar,100 g,533.33,50.0,33.33,6.67
Ayam Bakar,100 g,555.56,61.11,33.33,5.56
Pocket Sandwich Peanut,100 g,360.0,42.0,16.0,10.0
Rasa Sosis Bakar,100 g,444.44,77.78,8.33,5.56
Chimi Keripik Ubi Jagung Bakar,100 g,560.0,56.0,32.0,4.0
Roti Bakar Rasa Coklat,100 g,381.82,52.73,16.36,7.27
Snack Bakso Rasa Udang Bakar,100 g,533.33,73.33,23.33,0.0
Sayuran Rebus (tanpa Daging),100 g,56.0,9.73,0.97,2.65
Kentang Rebus,100 g,87.0,20.13,0.1,1.87
Singkong Rebus,100 g,146.0,34.76,0.26,1.24
Sayur Brongkos,100 g,142.0,12.21,3.67,14.87
Pop Mie Rasa Ayam,100 g,426.67,61.33,14.67,12.0
Daun Ubi Tumbuk,100 g,102.0,6.56,8.01,3.49
Rawon Pedas Mercon,100 g,466.67,61.33,20.0,10.67
Sarimi Isi 2 Ayam Bawang,100 g,443.48,60.87,17.39,11.3
Mi Rebus Soto,100 g,57.14,8.57,1.43,0.0
Ramen Kuah Shoyu Rasa Ayam,100 g,439.02,67.07,17.07,7.32
Rawit Bingit Ayam Jerit,100 g,454.55,55.84,19.48,12.99
Gulai Daging Sapi,100 g,109.0,3.02,4.63,13.2
Lodeh Terong,100 g,106.0,6.36,8.39,3.03
Tongseng,100 g,169.0,6.43,11.83,10.81
Mi Goreng Rendang,100 g,483.52,62.64,21.98,8.79
Mie Rasa Soto Koya Pedas Dower,100 g,460.53,60.53,19.74,9.21
Shabu Shabu Combo,100 g,240.0,22.0,14.0,8.0
Mie Rebus Rasa Soto Ayam,100 g,485.71,60.0,24.29,8.57
Udang (Karang) Rebus atau Kukus,100 g,81.0,0.0,1.19,16.63
Dada Ayam Rebus (Kulit tidak Dimakan),100 g,150.0,0.0,3.0,28.74
Pisang Kepok Rebus,100 g,115.0,30.08,0.35,1.23
Kentang Rebus,100 g,87.0,20.13,0.1,1.87
Jagung Rebus,100 g,93.0,22.33,0.74,3.11
Telur Rebus,100 g,452.94,3.29,31.06,36.82
Mie Rebus Rasa Soto Ayam,100 g,485.71,60.0,24.29,8.57
Mi Rebus Kari Ayam,100 g,66.67,14.67,0.67,0.0
Mi Rebus Soto,100 g,57.14,8.57,1.43,0.0
Mie Rebus,100 g,434.78,62.32,15.94,10.14
Sayur Campur Tumis,100 g,120.0,0.0,0.0,0.0
Tumis Kangkung,100 g,98.0,3.99,8.71,2.56
Tumis Buncis,100 g,65.0,8.15,3.45,1.97
Tumis Kacang Panjang dan Tempe,100 g,140.0,9.65,8.54,8.97
Tumis Tauge,100 g,57.0,9.45,1.18,4.58
Tumis Labu Siam,100 g,46.0,7.34,1.72,1.42
Tumis Pakcoy,100 g,30.0,5.57,0.52,1.85
Tumis Kol,100 g,45.0,6.15,2.23,1.39
Tumis Pakis,100 g,75.0,7.01,4.54,3.55
Tumis Pepaya Muda,100 g,52.0,8.97,1.93,0.73
Tumis Genjer,100 g,35.0,7.39,0.27,1.99
Tumis Daun Pepaya,100 g,95.0,12.01,2.0,8.05
Tumis Daun Singkong,100 g,85.0,7.52,5.22,3.59
Tumis Bayam,100 g,86.0,4.68,6.81,3.3
Bumbu Racik Tumis,100 g,300.0,60.0,0.0,20.0
Tumis Oncom,100 g,105.0,12.62,4.04,5.84
Udang Panggang,100 g,154.0,1.17,5.03,24.47
Tumis Pare,100 g,46.0,5.74,2.45,1.25
Kerang Panggang,100 g,132.0,2.92,3.86,20.22
Ikan Panggang,100 g,126.0,0.33,3.44,21.94
Ayam Panggang,100 g,237.0,0.0,13.49,27.07
Ayam Panggang,100 g,136.92,5.77,4.08,19.23
Daging Ayam (Panggang),100 g,111.0,0.0,2.7,20.33
"Dada Ayam (Panggang Oven, Bebas Lemak, Iris)",100 g,79.0,2.17,0.39,16.79
Kentang Panggang (Kulit tidak Dimakan),100 g,92.0,21.39,0.1,1.95
Kacang Panggang Vegetarian,100 g,94.0,21.14,0.37,4.75
Ikan Tuna Panggang,100 g,153.0,0.41,3.96,27.3
Kerupuk Kemplang Panggang,100 g,700.0,160.0,0.0,20.0
Ikan Trout Panggang,100 g,188.0,0.41,9.16,24.37
Bolu Panggang,100 g,444.44,51.11,24.44,4.44
Muffin Inggris Panggang,100 g,270.0,52.65,2.02,10.32
Jamur Portabella (Panggang),100 g,35.0,5.08,0.75,4.09
Iga Babi Panggang dengan Saus,100 g,310.0,4.2,22.33,21.44
Kentang Panggang (Lemak tidak Ditambahkan dalam Masakan),100 g,95.0,21.52,0.11,2.49
Rasa Ayam Panggang,100 g,600.0,60.0,35.0,10.0
Daging Babi Panggang,100 g,247.0,0.0,14.59,26.98
Proffle Sapi Panggang,100 g,400.0,55.0,10.0,25.0
Daging Domba Panggang,100 g,266.0,0.0,18.15,23.93
Rumput Laut Kering Panggang (Nori) Pedas,100 g,500.0,40.0,30.0,20.0
Rosta Kacang Panggang Rasa Pedas,100 g,545.45,54.55,22.73,18.18
Corntoz Sapi Panggang,100 g,500.0,60.0,25.0,10.0
Roti Panggang,100 g,368.42,52.63,15.79,7.89
Rumput Laut Panggang,100 g,500.0,33.33,50.0,33.33
Rumput Laut Kering Panggang (Nori) Korean BBQ,100 g,500.0,20.0,40.0,20.0
Rumput Laut Kering Panggang (Nori) Rasa Telur Asin,100 g,500.0,20.0,40.0,20.0
Rumput Laut Panggang Rasa Jagung Bakar,100 g,500.0,20.0,40.0,20.0
Paha Ayam Panggang,100 g,245.0,0.0,15.36,24.85
Daging Sapi Panggang,100 g,267.0,0.0,17.32,25.91
Kerang Panggang,100 g,132.0,2.92,3.86,20.22
Kentang Panggang (Kulit Dimakan),100 g,109.0,20.53,2.2,2.43
Kentang Panggang,100 g,149.0,20.06,7.0,2.32
Potongan Daging Babi Panggang,100 g,240.0,0.0,13.8,27.09
Udang Panggang,100 g,154.0,1.17,5.03,24.47
Roti Asam Adonan Panggang,100 g,298.0,56.4,3.3,9.6
Makaroni Panggang,100 g,489.0,66.0,22.0,7.0
Garuda Rosta Kacang Panggang Rasa Bawang,100 g,545.45,54.55,27.27,18.18
Dada Ayam Panggang atau Goreng Dilapisi Kulit,100 g,261.0,9.48,13.27,24.47
Babi Panggang (Hanya Daging yang Dimakan),100 g,208.0,0.0,9.57,28.45
Kacang Panggang,100 g,240.0,10.0,18.0,10.0
Kacang Almond Panggang,100 g,600.0,16.67,56.67,20.0
Daging Sapi Panggang (Hanya Bagian tanpa Lemak yang Dimakan),100 g,198.0,0.0,8.52,28.32
Pilus Keju Panggang,100 g,500.0,65.0,25.0,5.0
Kacang Panggang,100 g,151.0,21.39,5.15,5.54
Ikan Lele Panggang,100 g,184.0,0.41,11.71,18.16
Kepiting Panggang,100 g,136.0,0.11,6.24,18.91
Pilus Sapi Panggang,100 g,500.0,71.43,28.57,0.0
Kacang Panggang Boston,100 g,155.0,22.04,5.06,6.04
Ikan Kod Panggang,100 g,122.0,0.41,3.59,20.91
Bagel Panggang,100 g,288.0,57.11,1.72,11.14
Kacang Asin Panggang,100 g,629.63,18.52,51.85,29.63
Ikan Salmon Panggang,100 g,171.0,0.49,7.56,23.97
Roti Panggang Coklat,100 g,323.08,60.0,6.15,6.15
Daging Menjangan/Rusa Panggang,100 g,190.0,0.0,3.93,36.08
Japota Sapi Panggang,100 g,571.43,50.0,35.71,7.14
Daging dan Kulit Ayam (Panggang),100 g,216.0,0.0,15.85,17.14
Malkist Keju Panggang,100 g,500.0,65.0,20.0,10.0
Piattos Sapi Panggang,100 g,533.33,66.67,26.67,6.67
"Daging Ayam (Panggang, Bakar, Dimasak)",100 g,167.0,0.0,6.63,25.01
Sapi Panggang,100 g,533.33,53.33,30.0,6.67
Kacang Pistachio Panggang,100 g,640.0,20.0,52.0,24.0
Rasa Sapi Panggang,100 g,550.0,65.0,30.0,5.0
Kacang Almond Panggang Kering (tanpa Tambahan Garam),100 g,597.0,19.29,52.83,22.09
Rosta Kacang Panggang,100 g,433.33,53.33,16.67,16.67
Rumput Laut Panggang (Nori),100 g,600.0,20.0,50.0,20.0
Ayam Panggang Bawang,100 g,136.92,5.77,4.08,19.23
Rumput Laut Panggang,100 g,600.0,20.0,40.0,20.0
Chitato Sapi Panggang,100 g,550.0,55.0,30.0,10.0
Kuah/Kaldu Ayam (Kalengan),100 g,79.0,5.42,5.71,1.93
Kuah Gulai,100 g,135.0,6.74,12.43,1.78
Bumbu Kuah Bakso,100 g,200.0,20.0,10.0,6.67
Ikan Kuah Kuning,100 g,116.0,3.15,2.63,19.16
Cap Cay Kuah,100 g,67.0,9.67,2.59,1.58
Bumbu Kuah Sayur Asem,100 g,312.5,75.0,0.0,0.0
Bakso Kuah,100 g,90.0,4.0,0.5,18.0
Kwetiau Kuah Rasa Ayam Bawang,100 g,373.13,67.16,6.72,13.43
Muesli (Kering Buah-Buahan dan Kacang-Kacangan),100 g,340.0,77.8,4.9,9.7
Mi Instan Kuah Rasa Ayam Bawang,100 g,386.67,62.67,8.0,16.0
Buah Pir,100 g,58.0,15.46,0.12,0.38
Kuah Rasa Ramen Jepang,100 g,366.67,70.0,5.0,10.0
Mie Instan Kuah Alami Rasa Ayam Bawang,100 g,383.33,65.0,8.33,11.67
Mie Instan Kuah Rasa Ayam Bawang,100 g,383.33,65.0,8.33,11.67
Buah Naga,100 g,51.0,12.38,0.38,0.78
Muffin Buah dan/atau Kacang-Kacangan,100 g,277.0,48.0,6.5,5.5
Mie Kuah Jalapeno,100 g,440.0,57.33,17.33,12.0
Bumbu Kuah Sayur Sop,100 g,200.0,40.0,0.0,0.0
Mie Kuah Rasa Ayam Cabe,100 g,462.5,61.25,20.0,8.75
Buah Lontar,100 g,27.0,6.75,0.18,0.34
Batagor Kuah,100 g,469.0,52.4,19.3,21.3
Mi Kuah Rasa Cakalang,100 g,440.0,65.33,14.67,10.67
Buah Ara,100 g,74.0,19.18,0.3,0.75
Smoothie Buah (Dibuat dengan Buah atau Jus Buah Saja),100 g,13000.0,3352.0,29.0,88.0
Mi Instan Kuah Rasa Ayam Bawang,100 g,400.0,70.0,5.0,10.0
Kuah Pedes Dower,100 g,480.0,61.33,21.33,8.0
Bubur dengan Kuah Kari,100 g,413.04,78.26,7.61,6.52
Buah Persik,100 g,39.0,9.54,0.25,0.91
Buah Srikaya,100 g,94.0,23.64,0.29,2.06
Mie Gaga 100 Extra Pedas Kuah Soto,100 g,440.0,60.0,17.33,12.0
Koktail Buah tanpa Pemanis dalam Kemasan Air (Dimasak atau Kalengan),100 g,7800.0,2085.0,12.0,103.0
Mi Instan Kuah Rasa Soto,100 g,362.5,56.25,10.0,11.25
Keju Cottage dengan Buah,100 g,21900.0,1042.0,870.0,2416.0
Mie Instan Kuah Rasa Soto Koya,100 g,366.67,68.33,5.0,11.67
Ramen Kuah Shoyu Rasa Ayam,100 g,439.02,67.07,17.07,7.32
Bakso Sapi Kuah,100 g,160.0,10.0,8.0,12.0
Bakso Ikan Kuah,100 g,108.33,17.5,0.0,10.83
Es Buah,100 g,24700.0,6292.0,0.0,77.0
Bihun Kuah,100 g,372.55,70.59,6.86,7.84
Super Bubur dengan Kuah Soto,100 g,413.04,76.09,8.7,8.7
Minuman Smoothie Buah (dengan Jus Buah dan Produk Susu),100 g,19800.0,4115.0,323.0,341.0
Campuran Buah Kering,100 g,244.0,64.81,0.44,2.19
"Yoghurt Buah (Rendah Lemak, 9 gr Protein  per 240 gr)",100 g,99.0,18.64,1.15,3.98
Super Bihun Kuah,100 g,372.55,70.59,4.9,7.84
Super Bubur dengan Kuah Soto,100 g,413.04,76.09,8.7,8.7
Super Bubur Dengan Kuah Kari,100 g,413.04,78.26,7.61,6.52
Punch Buah  (Dibuat dengan Jus Buah dan Soda),100 g,10800.0,2651.0,15.0,44.0
Bakso Kuah,100 g,134.62,4.81,3.85,20.19
"Yoghurt Buah (Rendah Lemak,11 gr Protein  per 240 gr)",100 g,105.78,18.76,1.42,4.9
Minum Smoothie Buah,100 g,16200.0,3668.0,176.0,214.0
Minuman Buah (Beralkohol),100 g,7400.0,785.0,3.0,14.0
Bakso Sapi Kuah,100 g,158.33,10.0,7.5,11.67
Koktail Buah atau Campuran,100 g,9300.0,2424.0,30.0,102.0
Rujak Buah,100 g,213.0,14.96,15.1,8.53
"Minuman Buah (Berkonsentrasi Beku, dengan Air)",100 g,11400.0,2880.0,0.0,15.0
Mi Instan Kuah Rasa Kari Ayam,100 g,400.0,70.0,7.5,10.0
Buah Delima,100 g,68.0,17.17,0.3,0.95
"Labu Siam (Buah, dengan Garam, Dikeringkan, Direbus, Dimasak)",100 g,24.0,5.09,0.48,0.62
Mie Kuah Pedas Gurih,100 g,400.0,72.31,7.69,10.77
Mie Oven Mie Kuah Rasa Iga Sapi,100 g,600.0,58.0,14.0,12.0
Super Bihun Kuah Baso Sapi,100 g,352.94,68.63,4.9,9.8
Mi Instan Konnyaku Kuah Rasa Ayam Bawang,100 g,42.25,9.86,0.0,0.0
Corn Bihun Kuah Rasa Ayam Bawang,100 g,393.44,81.97,6.56,1.64
Buah Naga,100 g,60.0,12.38,0.38,0.78
Buah Plum Kering,100 g,300.0,66.67,0.0,0.0
Buah Kecapi,100 g,82.0,20.11,0.56,0.4
Pie Buah,100 g,316.0,42.6,16.1,3.0
Buah Kenitu,100 g,67.0,16.78,0.21,1.43
Jus Buah Naga,100 g,13600.0,3595.0,17.0,92.0
Yum Yum Mi Instan Rasa Tom Yum Udang Kuah Creamy,100 g,485.71,67.14,21.43,7.14
Buah Kundur,100 g,16.0,3.67,0.2,0.46
Instant Kua Chap,100 g,360.0,72.0,4.0,4.0
Kua Chap Thai Tom Yum,100 g,340.0,80.0,0.0,6.0
Pangsit Goreng,100 g,433.33,32.41,29.26,9.63
Ikan Mas Goreng,100 g,117.0,0.17,4.39,18.16
"Kentang Goreng (Seperti Waktu Beli, Ditambahi Garam, Beku)",100 g,174.0,29.92,5.05,2.12
Kaki Ayam Goreng tanpa Pelapis (Kulit Dimakan),100 g,250.0,0.0,14.78,27.31
Fu Yung Hai,100 g,131.0,3.61,9.71,7.55
Tape Goreng,100 g,217.0,40.0,5.31,2.04
Mie Goreng Wortel Bit,100 g,149.25,25.37,2.99,4.48
Mie Goreng Rendang Jumbo,100 g,460.87,59.13,20.0,10.43
Mi Goreng Chitato,100 g,500.0,61.0,24.0,9.0
Mie Goreng Rendang,100 g,376.62,70.13,6.49,10.39
Mi Goreng Rasa Mi Ayam Istimewa,100 g,420.0,62.0,16.0,7.0
Mie Goreng Pedas Korea,100 g,367.65,69.12,6.62,8.82
Roti Goreng,100 g,320.0,47.69,11.36,7.18
Makaroni Krispi Level 15,100 g,450.0,60.0,20.0,10.0
Mie Goreng,100 g,482.35,62.35,22.35,9.41
Bawang Merah Goreng,100 g,500.0,50.0,30.0,10.0
Mi Goreng Spesial,100 g,487.5,66.25,22.5,7.5
Ayam Goreng tanpa Pelapis (Kulit Dimakan),100 g,260.0,0.0,15.35,28.62
Mi Goreng Jumbo,100 g,418.6,57.36,17.83,8.53
Mie Goreng,100 g,474.36,62.82,20.51,8.97
Isi 2 Mi Goreng Rasa Ayam Kecap,100 g,444.44,61.11,19.05,7.94
Mie Goreng Black Pepper Seafood,100 g,500.0,62.5,23.75,8.75
Dada Ayam Goreng Ada Lapisan (Kulit tidak Dimakan),100 g,184.0,0.0,4.68,33.34
Mie Sambal Goreng,100 g,465.91,63.64,18.18,10.23
Mi Goreng Rasa Rendang,100 g,131.58,30.26,1.32,1.32
Minyak Goreng,100 ml,800.0,0.0,90.0,0.0
Mie Goreng,100 g,400.0,52.0,18.0,8.0
Mi Goreng Cakalang,100 g,439.02,67.07,14.63,9.76
Indomie Goreng,100 g,470.59,63.53,16.47,9.41
Dada Ayam Panggang atau Goreng Dilapisi Kulit,100 g,261.0,9.48,13.27,24.47
"Ayam Goreng Kalasan, Paha",100 g,275.0,1.3,12.2,37.4
Toge Goreng,100 g,94.0,14.22,2.8,5.25
Daging Kambing Goreng,100 g,153.0,0.0,4.52,26.46
Mi Goreng Rasa Rendang,100 g,461.54,64.84,17.58,9.89
Mie Goreng Rasa Bulgogi,100 g,455.56,68.89,15.56,7.78
Mi Goreng Rasa Iga Penyet,100 g,437.5,65.0,16.25,10.0
Mie Goreng Original,100 g,494.12,61.18,23.53,8.24
Korean Spicy Cheese,100 g,506.85,60.27,26.03,8.22
Belut Goreng,100 g,221.0,8.62,11.36,20.09
Mie Goreng Sedaaap,100 g,444.44,67.78,14.44,11.11
Mi Goreng Rendang,100 g,483.52,62.64,21.98,8.79
Terong Goreng,100 g,148.0,11.58,10.75,2.4
Usus Ayam Goreng,100 g,345.0,19.84,21.69,17.78
Kentang Mustofa,100 g,317.0,39.33,17.76,4.01
Minyak Goreng,100 ml,777.78,0.0,88.89,0.0
Mie Goreng Rasa Ayam Kecap,100 g,460.32,62.7,19.05,9.52
Minyak Goreng,100 ml,818.18,0.0,90.91,0.0
Paru Sapi Goreng,100 g,484.0,0.62,36.5,39.61
Ampela Goreng,100 g,262.0,9.45,11.15,32.05
Ikan Mujair Goreng,100 g,169.0,2.22,6.92,24.55
Goreng Pedes Gledek,100 g,493.33,60.0,24.0,8.0
Minyak Goreng Sawit,100 ml,800.0,0.0,90.0,0.0
Super Bihun Goreng,100 g,369.23,66.15,9.23,7.69
Mi Goreng Rasa Sambal Matah,100 g,482.35,60.0,23.53,9.41
Intip Goreng,100 g,474.0,67.06,20.29,5.36
Minyak Goreng 2X Penyaringan,100 ml,777.78,0.0,88.89,0.0
Kentang Goreng,100 g,274.0,35.66,14.06,3.48
Minyak Goreng,100 ml,818.18,0.0,90.91,0.0
Sambal Matah,100 g,482.35,60.0,23.53,9.41
Mi Goreng Sambal Belacan,100 g,493.33,61.33,24.0,8.0
Mie Goreng Rasa Ayam Panggang Kecap,100 g,466.67,63.33,20.0,8.89
Pisang Keju,100 g,250.0,25.53,13.64,8.62
Mie Goreng Korea Konnyaku,100 g,192.31,37.18,5.13,1.28
Kwetiau Goreng,100 g,364.71,63.53,8.24,7.06
Minyak Goreng,100 ml,818.18,0.0,90.91,0.0
Kol Goreng,100 g,90.0,10.62,4.72,2.76
Mie Goreng,100 g,466.67,63.33,20.0,8.33
Dada Ayam Goreng tanpa Pelapis (Kulit Dimakan),100 g,216.0,0.0,9.1,31.67
Minyak Goreng,100 ml,800.0,0.0,90.0,0.0
Getuk Goreng,100 g,359.0,74.06,6.68,1.31
Ikan Lidah Goreng,100 g,104.0,2.43,3.03,15.75
Mie Goreng Rasa Sapi,100 g,169.01,40.85,0.0,1.41
Sambal Balado,100 g,500.0,72.22,19.44,5.56
Classic,100 g,250.0,50.0,0.0,0.0
Cappuccino,100 g,440.0,84.0,10.0,4.0
Kopi,100 ml,72.73,13.18,1.82,1.36
Caramel Macchiato (Grande),100 g,52.85,7.4,1.48,2.11
Salted Caramel Macchiato,100 g,65.0,9.5,2.25,1.5
Coffeemix 3 in 1,100 g,450.0,85.0,10.0,5.0
Kopi,100 g,9000.0,2100.0,250.0,100.0
Special Mix,100 g,400.0,92.0,4.0,4.0
Americano Zero Sugar,100 g,250.0,0.0,0.0,0.0
Gula Aren,100 g,454.55,81.82,11.36,4.55
Caffe Latte (Grande),100 ml,40.17,3.81,1.48,2.54
Butterscotch Latte,100 g,35000.0,4500.0,1400.0,1200.0
Kopi Susu,100 g,419.35,87.1,8.06,3.23
Caramel Frappe,100 ml,70.83,11.67,2.08,1.25
Vanilla Latte (Tall),100 g,56.34,7.89,1.41,2.54
Kopi Susu Tetangga,100 ml,105.0,12.5,5.5,2.0
Chococinno,100 g,9000.0,1700.0,200.0,100.0
Hanya Untukmu Black Aren,100 ml,63.64,12.73,1.14,1.36
White Koffie Original,100 g,450.0,85.0,10.0,5.0
Top Coffee Gula Aren,100 g,454.55,81.82,11.36,4.55
Iced Caffe Latte (Grande),100 ml,26.0,2.6,0.9,1.6
White Coffee Less Sugar,100 g,457.14,70.29,21.43,2.86
Kopi Bubuk,100 g,500.0,100.0,0.0,0.0
Lokalate Kopi Gula Aren,100 g,466.67,73.33,16.67,6.67
Kopi Lo-Kal,100 ml,70.4,13.0,0.8,2.76
Doubleshot Espresso & Cream,100 ml,72.92,9.38,3.12,2.08
Kopi Plus Gula,100 g,388.89,94.44,0.0,5.56
Latte Kaleng,100 ml,50.0,8.64,1.36,0.91
Kopi Susu,100 g,451.61,83.87,11.29,3.23
Cool Coconut,100 ml,50.0,9.5,1.25,0.5
Choco Banana Latte,100 ml,59.09,9.09,1.59,1.82
Moccachino,100 g,450.0,80.0,12.5,5.0
Soy Latte,100 g,466.67,73.33,20.0,6.67
Top Avocado Coffe,100 g,454.55,77.27,15.91,4.55
Rock Salt Caramello,100 g,500.0,70.0,22.5,5.0
White Coffee,100 ml,45.0,9.0,1.25,0.5
Kopi,100 g,444.44,85.19,9.26,3.7
Kopi Susu Keluarga,100 ml,60.0,10.0,2.0,1.0
Kopi Fine Blend,100 g,250.0,50.0,0.0,0.0
Gilus Mix Aroma Vanila,100 g,391.3,91.3,2.17,4.35
Kopi Jahe,100 g,423.08,65.38,7.69,0.0
Cafe Latte,100 ml,68.0,9.2,2.8,1.6
Kopi 7 Elemen,100 g,452.17,78.26,13.04,4.35
Gilus Mix Gula Aren,100 g,391.3,91.3,0.0,4.35
Pumpkin Spice Latte (Tall),100 ml,92.31,12.31,3.38,3.38
Thai Milk Coffee,100 ml,63.64,10.91,1.59,1.36
White Coffee Hazelnut,100 g,440.0,64.0,16.57,3.71
The Original,100 g,450.0,85.0,10.0,5.0
Cold Brew Coffe Brown Sugar,100 ml,62.0,11.2,1.6,0.8
Cappuccino,100 g,440.0,84.0,10.0,4.0
White Coffee,100 ml,65.0,13.0,1.25,0.5
Cold Brew (Grande),100 ml,1.06,0.0,0.0,0.0
Black Coffee,100 ml,27.78,7.22,0.0,0.0
Indo Creamer,100 g,500.0,66.67,33.33,0.0
Caramel Latte,100 g,473.68,73.68,21.05,5.26
3 in 1 Diet,100 g,3900.0,478.0,194.0,53.0
Starbucks Via Ready Brew Sweetened Iced Coffee,100 g,357.14,78.57,0.0,7.14
Lucky Day,100 ml,72.22,9.44,3.33,1.67
Fresco Cappuccino,100 g,11000.0,2200.0,200.0,100.0
Coffe Candy,100 g,333.33,66.67,0.0,0.0
Green Coffee Blend,100 g,450.0,75.0,12.5,0.0
Robusta Gold,100 g,450.0,70.0,10.0,10.0
Coffee Cream,100 ml,50.0,8.89,1.11,0.56
Coffee Candy White Coffee,100 g,333.33,66.67,0.0,0.0
Less Sugar,100 g,428.57,66.67,21.43,4.76
Creamy Blend,100 g,454.55,77.27,18.18,0.0
Mighty Celery,100 g,18.0,3.6,0.0,1.2
Protein Mix Coffee,100 g,363.64,51.52,1.52,36.36
Original Blend,100 g,250.0,50.0,0.0,0.0
Signature Original Black Coffee (Botol),100 ml,50.0,9.5,1.0,0.5
French Vanilla,100 ml,50.0,10.0,1.39,0.56
Vanilla Sweet Cream Cold Brew (Grande),100 g,18.64,2.37,1.02,0.17
Luwak White Coffee,100 ml,130.0,23.0,2.0,4.0
Caffe Mocha (Tall),100 ml,64.97,9.04,1.69,2.82
Ovalccino,100 g,440.0,84.0,8.0,4.0
Flavacino Black Forest Cappuccino,100 g,476.19,71.43,16.67,4.76
Blend & Brew,100 g,400.0,80.0,10.0,0.0
Pumpkin Spice Latte (Grande),100 ml,80.34,10.99,2.96,2.96
Tora Cafe Iced Milky Latte,100 ml,50.0,7.78,1.94,0.56
Teh Manis,100 g,5500.0,1436.0,0.0,0.0
Es Teh,100 g,9000.0,2344.0,0.0,2.0
Teh Manis,100 g,5500.0,1436.0,0.0,0.0
Teh Asli,100 g,0.0,0.0,0.0,0.0
Teh Hijau,100 g,250.0,0.0,0.0,0.0
Teh Hijau,100 g,0.0,0.0,0.0,0.0
