Nama Makanan,Ukuran Porsi,Kalori (kkal),Karbohidrat (g),Lemak (g),Protein (g)
Kue Gelang,100,448.0,70.0,16.1,5.8
Kue Jahe,100,425.0,84.6,8.8,1.6
Kue Kelapa,100,591.0,47.5,42.1,5.6
Kue Koa,100,340.0,79.3,0.4,4.8
Kue Ku Temu,100,214.0,49.6,0.2,3.5
Kue Lumpur,100,291.0,44.1,11.1,3.6
Kue Pelita,100,141.0,17.6,5.5,5.3
Kue Putu Cangkir,100,304.0,54.9,7.0,5.3
Kue Sus,100,221.0,24.8,10.2,7.5
Kue Thipan,100,247.0,49.5,4.2,2.9
Laksa/Putu Mayang,100,121.0,21.1,3.4,1.7
Lupis Ketan,100,164.0,34.5,2.1,1.8
Manan Samin,100,379.0,50.6,18.1,3.4
Martabak India,100,153.0,24.3,4.2,4.5
Martabak Mesir,100,278.0,45.0,8.6,5.1
Masekat,100,369.0,74.1,7.0,2.1
Mie Aceh Rebus,100,113.0,18.1,3.2,3.0
Mie Ayam,100,102.0,10.5,3.9,6.2
Mie Bakso,100,114.0,16.4,3.0,5.3
Mie Celon,100,102.0,17.8,2.1,3.0
Mie Pangsit Basah,100,105.0,9.4,4.9,5.9
Nasi Gemuk,100,192.0,24.4,8.8,3.8
Onde Onde,100,,,,
Nasi Gurih,100,190.0,26.0,7.5,4.7
Nasi Minyak,100,207.0,37.1,5.0,3.5
Nasi Rames,100,155.0,19.1,4.2,10.3
Nopia Spesial,100,387.0,74.3,7.6,5.3
Onde-Onde,100,336.0,57.9,9.8,4.0
Padamaran,100,171.0,18.8,8.9,3.9
Pastel,100,307.0,42.4,13.3,4.5
Pulut,100,216.0,44.4,3.1,2.6
Pundut Nasi,100,104.0,15.1,4.1,1.9
Putri Hijau,100,189.0,37.2,2.1,5.4
Putri Selat,100,163.0,23.8,6.5,2.2
Putu Sopa,100,215.0,41.1,4.1,3.3
Renggi Goreng,100,471.0,64.1,21.8,4.7
Roti Warna Sawo Matang,100,249.0,49.7,1.5,7.9
Sarimuka,100,166.0,32.9,2.8,2.3
Spaghetti,100,139.0,22.6,2.1,7.4
Sunduk Lawang,100,181.0,32.4,1.3,1.9
Suwir-Suwir,100,347.0,84.2,0.9,0.5
Tipa-Tipa,100,355.0,79.8,1.2,6.2
Wajit Camilan,100,303.0,63.3,2.7,6.3
Widaran,100,424.0,80.7,10.7,1.3
Wingko Babat,100,355.0,51.4,15.1,3.2
"Arrowroot, Segar",100,102.0,24.1,0.2,1.0
"Batatas Gembili, Segar",100,76.0,16.0,0.9,1.1
"Batatas Kelapa, Ubi, Segar",100,89.0,21.0,0.1,1.1
"Belitung, Talas, Segar",100,145.0,34.2,0.4,1.2
"Bengkuang, Segar",100,59.0,12.8,0.2,1.4
"Bentul (Komba), Talas, Segar",100,98.0,20.9,0.7,1.6
"Gadeng/Gadung, Kering",100,322.0,76.6,0.6,2.4
"Gadung, Ubi, Segar",100,100.0,23.5,0.3,0.9
"Ganyong, Segar",100,77.0,18.4,0.2,0.6
"Gembili, Ubi, Segar",100,131.0,31.3,0.2,1.1
"Hofa/Ubi Hutan, Segar",100,127.0,29.5,0.5,1.2
"Kaburan, Ubi, Segar",100,133.0,32.2,0.2,1.0
"Kentang, Segar",100,62.0,13.5,0.2,2.1
"Kentang Hitam, Segar",100,142.0,33.7,0.4,0.9
"Keribang, Ubi, Segar",100,137.0,29.8,1.1,1.3
"Ketela Pohon/ Singkong, Segar",100,154.0,36.8,0.3,1.0
Lepok/Ubi Rumput,100,181.0,39.8,1.2,2.8
"Sagu Aren, Kering",100,355.0,85.6,1.1,0.6
"Sagu Aren, Segar",100,231.0,56.6,0.2,0.6
Sagu Kasbi Segar,100,230.0,56.5,0.2,0.6
Sagu Lempeng,100,347.0,85.2,0.3,0.9
"Sagu Singkong, Kering",100,362.0,86.9,0.3,0.5
"Sente, Talas, Segar",100,353.0,84.7,0.2,0.7
"Suweg, Talas, Segar",100,74.0,17.2,0.1,1.4
"Talas Bogor, Segar",100,108.0,25.0,0.4,1.4
"Talas Pontianak, Segar",100,163.0,36.4,0.5,2.3
"Talas Viqueque, Segar",100,115.0,25.9,0.5,1.8
"Ubi Jalar, Kuning, Segar",100,119.0,25.1,0.4,0.5
"Ubi Jalar Manis, Segar",100,83.0,18.8,0.2,1.5
"Ubi Jalar Merah, Segar",100,151.0,35.4,0.3,1.6
"Ubi Jalar Putih, Segar",100,88.0,20.6,0.4,0.4
Ubi Jalar Tinta/ Kemayung,100,108.0,25.6,0.4,0.5
"Umbi Uwi, Segar",100,120.0,82.3,0.5,2.8
"Batatas Kelapa, Ubi, Bakar",100,110.0,23.4,1.1,1.4
"Batatas Kelapa, Ubi, Kukus",100,92.0,21.0,0.3,1.2
"Batatas Tali, Ubi, Rebus",100,182.0,42.2,0.4,2.4
"Belitung, Talas, Kukus",100,145.0,34.2,0.4,1.2
"Bentul, Talas, Kukus",100,71.0,15.4,0.3,2.3
"Gadung, Ubi, Kukus",100,88.0,20.9,0.3,0.6
"Ganyong, Rebus",100,100.0,23.8,0.2,0.8
Ketela Pohon/ Singkong Kukus,100,153.0,36.4,0.3,1.2
"Suweg, Talas, Kukus",100,93.0,21.9,0.1,1.5
"Talas Bogor, Kukus",100,120.0,28.2,0.3,1.5
"Ubi Jalar, Kuning, Kukus",100,100.0,23.8,0.3,0.7
Ubi Jalar Tinta/ Kemayung Kukus,100,165.0,39.8,0.2,0.9
Bagea Kelapa Asin,100,450.0,78.1,13.9,3.2
Bagea Kelapa Manis,100,452.0,80.6,13.8,1.3
Bagea Kenari Asin,100,529.0,63.6,29.1,3.2
Bagea Kenari Manis,100,523.0,64.2,28.2,3.2
Bagea Kw 1,100,416.0,76.3,9.4,6.5
Bagea Kw 2,100,382.0,87.2,3.5,0.3
Beras Cerdas,100,350.0,82.3,1.1,2.7
Beras Ganyong,100,364.0,86.3,0.7,3.4
Beras Siger,100,344.0,28.3,0.2,1.1
Biji Nangka/Biji Salak,100,262.0,51.1,5.4,2.3
Bubur Sagu,100,167.0,33.0,4.0,0.2
Cassavastick,100,460.0,17.2,18.7,0.8
Ceriping Getuk Singkong,100,462.0,67.7,20.7,1.2
Gatot,100,347.0,83.8,0.7,1.3
Geblek,100,195.0,44.4,1.7,0.4
Getuk Singkong,100,204.0,47.4,1.4,0.5
Gurandil,100,218.0,48.5,2.5,0.5
Kabuto,100,250.0,35.4,2.5,2.6
Kapurung,100,41.0,7.8,0.3,2.0
Kecimpring Singkong Goreng,100,464.0,73.0,18.6,1.2
Keremes,100,475.0,64.4,25.2,1.6
Keripik Gadung,100,446.0,76.0,14.5,2.8
Keripik Kentang,100,448.0,67.1,18.8,2.7
Keripik Singkong,100,478.0,72.0,20.7,0.9
Keripik Singkong Berbumbu,100,481.0,73.6,19.7,2.2
Keripik Ubi,100,486.0,67.6,23.9,0.2
Kerupuk Cumi Goreng,100,444.0,71.3,14.6,6.9
Kerupuk Kemplang (Ikan) Mentah,100,325.0,78.5,0.4,1.8
Kerupuk Kemplang Goreng,100,504.0,57.1,28.1,5.6
Kerupuk Mie Kuning Goreng,100,476.0,71.3,21.1,0.1
Kue Bangket,100,338.0,80.3,1.2,1.5
Kue Putu Singkong,100,217.0,53.2,0.5,1.2
Mi Golosor,100,71.0,15.9,0.8,0.2
Mie Bendo,100,353.0,88.0,0.0,0.3
Ongol-Ongol Sagu,100,111.0,21.2,2.7,0.3
Oyek,100,351.0,84.9,0.9,0.9
Papeda,100,61.0,14.9,0.1,0.2
Rasbi (Beras Ubi),100,394.0,76.6,8.8,2.2
Rasi (Beras Singkong),100,350.0,85.7,0.4,0.9
Sagu Forno,100,291.0,63.4,4.0,0.5
Sagu Lemak (Kue Sagon),100,452.0,76.8,14.8,2.8
Sagu Manis,100,287.0,62.4,3.9,0.5
Sagu Rendang,100,364.0,90.5,0.2,0.1
Sagu Sinole,100,354.0,68.9,8.3,0.8
Serimping Talas Kebumen,100,478.0,69.2,21.2,2.5
Tapai Singkong,100,169.0,40.2,0.3,1.4
Tiwul,100,353.0,83.4,1.1,2.4
Tiwul Instan,100,395.0,76.5,8.5,3.2
Ubi Cilembu,100,186.0,44.3,0.2,1.9
Uli Batatas,100,150.0,27.4,4.0,1.1
"Batagor, Batagor",100,165.7,16.7,8.5,5.9
"Kenari Banda, Kering",100,616.0,13.7,56.2,13.9
"Kenari, Kering",100,657.0,13.0,66.0,15.0
"Komak Polong, Segar",100,99.0,21.2,0.1,3.3
"Koro Andong, Kering",100,356.0,61.6,4.1,20.5
"Koro Benguk, Biji, Kering",100,332.0,55.0,3.0,24.0
"Koro Kerupuk, Biji, Segar",100,125.0,22.1,0.7,8.3
"Koro Loke, Biji, Segar",100,33.0,7.9,0.2,2.7
"Koro Roay, Kering",100,344.0,69.4,2.1,12.5
"Koro Wedus, Biji, Kering",100,338.0,61.0,1.5,22.2
"Lamtoro Biji, Muda, Segar",100,85.0,15.4,0.3,5.7
"Lamtoro Biji, Tua, Segar",100,148.0,26.2,0.5,10.6
"Lamtoro Var, Gung Tanpa Kulit",100,367.0,32.5,5.4,46.4
"Lamtoro Var, Lokal Dengan Kulit",100,336.0,59.7,1.2,23.8
"Nangka, Biji, Segar",100,165.0,36.7,0.1,4.2
"Saga Merah Terkupas, Mentah",100,449.0,31.9,25.5,30.6
"Kacang Belimbing, Rebus",100,204.0,17.5,8.8,16.9
"Kacang Bogor, Goreng",100,479.0,58.9,23.2,12.7
"Kacang Bogor, Rebus",100,161.0,27.1,2.8,7.7
"Kacang Gude, Rebus",100,147.0,27.5,0.5,9.0
"Kacang Hijau, Rebus",100,109.0,18.3,0.5,8.7
"Kacang Kedelai, Goreng",100,521.0,22.9,37.7,32.2
"Kacang Kedelai, Rebus",100,189.0,12.7,8.2,20.2
"Kacang Merah Kering, Rebus",100,158.0,28.2,0.9,10.3
"Kacang Merah Segar, Rebus",100,144.0,24.7,1.0,10.0
"Kacang Mete/Biji Jambu Monyet, Goreng",100,629.0,19.8,56.3,20.4
Kacang Tanah Rebus Dg Kulit,100,360.0,12.8,31.2,13.5
"Kacang Tanah, Goreng",100,564.0,25.5,44.4,25.5
"Kacang Tanah, Rebus",100,220.0,8.0,18.0,10.6
"Kacang Tolo, Rebus",100,138.0,22.6,1.1,10.7
Ampas Kacang Hijau,100,96.0,19.1,0.6,3.7
"Ampas Tahu, Mentah",100,67.0,8.1,2.1,5.0
Ampas Tahu Kukus,100,75.0,10.7,2.1,4.1
"Ampas Tahu, Kering",100,414.0,41.3,18.3,26.6
Pepea Oncom Ampas Tahu,100,76.0,10.6,1.8,5.2
Bungkil Biji Karet,100,333.0,50.0,3.3,29.3
Bungkil Kacang Tanah,100,336.0,30.5,13.0,37.4
Bungkil Kelapa,100,368.0,40.0,15.0,23.0
Dodol Banjarmasin,100,368.0,70.0,8.6,2.6
Emping (Kerupuk Melinjo),100,345.0,71.5,1.5,12.0
Emping Komak,100,355.0,60.7,4.6,17.8
Enting-Enting Gepuk Hello Kity,100,538.0,52.6,30.3,13.6
Enting-Enting Gepuk Kacang Tanah,100,524.0,52.0,29.2,13.3
Enting-Enting Wijen,100,565.0,36.8,38.4,18.2
Geplak,100,350.0,53.6,14.4,1.4
Geplak Jahe,100,462.0,57.7,24.4,3.1
Kacang Goyang,100,516.0,44.4,31.1,14.7
Kacang Negara,100,480.0,58.5,19.1,18.4
Kacang Sukro,100,484.0,57.7,26.1,8.8
Kacang Tanah Sari,100,561.0,26.0,43.8,25.5
Keju Kacang Tanah (Peanut Butter),100,590.0,20.9,49.0,27.0
Kembang Tahu Rebus,100,90.0,4.7,4.0,10.7
Keripik Oncom,100,598.0,42.6,43.8,8.3
Keripik Tempe Abadi Besar,100,556.0,39.8,37.1,15.8
Keripik Tempe Abadi Murni,100,542.0,11.6,42.4,40.3
Keripik Tempe Abadi Sedang,100,510.0,52.4,27.9,12.3
Keripik Tempe Abadi Telur,100,529.0,40.2,31.7,20.8
Kerupik Tempe Abadi Prima,100,540.0,42.0,33.9,16.7
Kwaci,100,515.0,13.8,42.1,30.6
Melinjo Emping Tebal Goreng Manis,100,439.0,65.7,16.4,10.0
"Melinjo Emping Tebal, Goreng Asin",100,431.0,63.0,16.2,11.1
Melinjo Emping Tipis Goreng,100,485.0,59.1,24.5,11.5
Moon Tahu,100,128.0,1.3,10.0,8.0
Oncom,100,187.0,22.6,6.0,13.0
Oncom Ampas Kacang Hijau,100,376.0,65.7,6.0,14.9
Oncom Kacang Hijau + Singkong,100,351.0,65.9,5.3,11.0
Oncom Kacang Tanah Pepes,100,132.0,13.7,3.8,12.7
Rempeyek Kacang Tanah,100,513.0,44.3,32.5,17.5
Rempeyek Kacang Tolo,100,451.0,59.7,20.2,11.2
Rempeyek Kacang Uci,100,497.0,50.8,27.6,17.0
Sayur Lebui,100,64.0,12.5,0.6,2.1
"Saridele, Bubuk",100,344.0,43.0,20.0,30.0
"Tahu, Mentah",100,80.0,0.8,4.7,10.9
Tahu Goreng,100,115.0,2.5,8.5,9.7
Tahu Telur,100,328.0,24.6,19.9,12.6
Takwa,100,148.0,4.0,8.5,13.8
Tauco,100,184.0,22.2,5.5,11.4
"Tauco Cap Beruang, Cake",100,347.0,67.6,5.2,7.4
"Tauco Cap Das, Cake",100,358.0,70.4,4.3,7.5
Tauco Cap Meong,100,159.0,21.3,4.9,7.4
Tauji Cap Singa,100,277.0,49.6,4.7,9.1
Tempe Bongkrek,100,119.0,18.3,3.5,4.4
Tempe Gembus P3G,100,73.0,10.3,1.3,5.7
Tempe Gembus Yogya,100,76.0,10.6,0.7,6.8
Tempe Kacang Babi,100,139.0,21.9,0.8,12.5
Tempe Kacang Belimbing,100,212.0,12.9,10.0,17.5
Tempe Kedelai + Jagung,100,143.0,11.4,5.5,12.0
"Tempe Kedelai Murni, Goreng",100,350.0,10.4,26.6,24.5
"Tempe Kedelai Murni, Mentah",100,201.0,13.5,8.8,20.8
Tempe Koro Benguk,100,141.0,23.2,1.3,10.2
Tempe Lamtoro,100,128.0,21.3,0.5,10.7
"Tempe Lamtoro Var, Gung Dengan Kulit",100,146.0,19.6,2.3,11.7
"Tempe Lamtoro Var, Gung Tanpa Kulit",100,131.0,13.0,0.8,18.0
Tempe Pasar,100,150.0,9.1,7.7,14.0
Tempe Pasar Goreng,100,336.0,7.8,28.0,20.0
Tepung Hunkwe (Pati Kacang Ijo),100,364.0,83.5,1.0,4.5
Tepung Jalejo,100,388.0,61.2,7.5,19.0
Tepung Kacang Kedelai,100,347.0,29.9,20.6,35.9
"Bayam, Kukus",100,30.0,5.8,0.7,1.3
"Bayam ,Rebus",100,23.0,3.7,0.6,1.2
"Buncis, Rebus",100,30.0,6.4,0.2,2.2
"Daun Kacang Panjang, Kukus",100,40.0,8.0,0.3,3.7
"Daun Katuk, Rebus",100,53.0,9.1,0.9,5.3
"Daun Kelor, Rebus",100,61.0,10.0,0.9,6.1
"Daun Mengkudu, Kukus",100,63.0,11.5,1.5,3.8
"Daun Singkong, Rebus",100,31.0,4.8,0.6,3.7
"Daun Talas, Rebus",100,27.0,5.9,0.2,1.3
"Daun Ubi Merah, Kukus",100,56.0,13.0,0.3,3.1
"Kacang Panjang ,Kukus",100,39.0,7.6,0.6,3.0
"Kacang Panjang, Rebus",100,30.0,5.8,0.4,2.3
"Kangkung, Kukus",100,30.0,4.7,0.7,3.2
"Kangkung, Rebus",100,22.0,3.1,0.6,2.5
"Paria Putih, Kukus",100,16.0,3.4,0.2,0.8
"Selada, Rebus",100,19.0,2.9,0.2,2.7
"Taoge, Goreng",100,88.0,14.0,2.1,3.2
"Taoge, Seduh",100,28.0,4.0,0.8,3.0
"Terung Panjang, Kukus",100,23.0,4.9,0.1,1.8
"Wortel, Rebus",100,28.0,6.3,0.5,0.7
"Wortel, Kukus",100,37.0,8.3,0.6,1.0
"Asinan Bogor, Sayuran",100,98.0,14.8,2.6,3.9
"Anyang, Sayur",100,126.0,10.3,7.9,3.4
"Ares, Sayur",100,113.0,11.2,7.2,0.9
Arwan Sirsir,100,277.0,10.7,25.0,2.4
Beberuk,100,65.0,3.5,5.2,1.1
Botok Lamtoro,100,186.0,13.0,9.7,11.7
Buntil Daun Talas,100,141.0,8.0,10.2,4.4
Cammetutu,100,102.0,8.7,6.0,3.2
"Cap Cai, Sayur",100,97.0,4.2,6.3,5.8
Gado-Gado,100,137.0,21.0,3.2,6.1
"Gudeg, Sayur",100,160.0,16.0,9.2,3.3
Gulai Pakis,100,143.0,6.0,11.4,4.0
Gulai Pliek,100,176.0,3.2,14.9,7.3
Kadada Katembe,100,110.0,7.1,6.9,4.5
"Kaparende, Sayur",100,38.0,2.6,2.0,2.4
"Karedok, Sayur",100,92.0,14.1,3.3,2.2
Kotiu Hinela Tawang Nggole,100,46.0,6.0,1.5,2.2
Lema/ Rebung Asam,100,15.0,1.9,0.4,1.0
Lilin Bungkus Gedi,100,79.0,5.8,5.2,2.3
Olah-Olah,100,9.0,7.1,6.0,2.1
Paku Hinela Wulelenggapaya,100,77.0,5.4,4.6,3.5
Pelecing Kangkung,100,75.0,10.0,2.8,2.5
Purundawa,100,25.0,3.6,0.5,1.5
Rujak Cingur,100,153.0,8.0,8.4,11.3
Sayur Asem,100,29.0,5.0,0.6,0.7
Sayur Bunga Pepaya,100,49.0,9.8,0.3,1.7
Sayur Garu,100,178.0,10.6,13.9,2.6
Sayur Kohu-Kohu,100,133.0,11.2,6.6,7.3
Sayur Lilin-Terubuk,100,36.0,4.8,0.7,2.7
Sayur Ndusuk,100,49.0,3.6,2.5,3.1
Sayur Sop,100,27.0,1.0,2.0,1.3
Sayur Umbut Rotan,100,57.0,3.1,2.6,5.4
Shabu-Shabu,100,88.0,0.8,8.0,3.2
Semur Jengkol,100,212.0,29.1,10.0,6.0
Tinira Ninahu Nggaluku,100,33.0,4.1,1.3,1.2
Tumis Bayam Bersantan,100,48.0,2.6,4.2,1.4
Waluh Balamak,100,45.0,8.1,0.9,0.8
Woku Ubi,100,143.0,15.0,7.8,3.1
"Alpukat, Segar",100,85.0,7.7,6.5,0.9
"Anggur Hutan, Segar",100,30.0,6.8,0.2,0.5
"Apel Malang, Segar",100,57.0,12.8,0.4,0.5
"Apel, Segar",100,58.0,14.9,0.4,0.3
"Arbai, Segar",100,37.0,8.3,0.5,0.8
"Belimbing, Segar",100,31.0,6.7,0.4,1.0
"Biwah, Segar",100,51.0,12.1,0.1,0.3
"Buah Atung, Segar",100,23.0,5.2,0.2,0.8
"Buah Kelenting, Segar",100,110.0,21.4,2.1,1.4
"Buah Kom, Segar",100,264.0,59.6,1.1,4.0
"Buah Mentega (Bisbul), Segar",100,39.0,9.7,0.2,0.7
"Buah Naga Merah, Segar",100,71.0,9.1,3.1,1.7
"Buah Naga Putih, Segar",100,56.0,10.9,1.0,0.8
"Buah Negri, Segar",100,55.0,12.2,0.1,1.2
"Buah Nona, Segar",100,101.0,25.2,0.6,1.7
"Buah Rotan, Segar",100,78.0,18.2,0.3,0.6
"Buah Rukam, Segar",100,113.0,26.8,0.3,0.8
"Buah Ruruhi, Segar",100,29.0,3.6,0.7,2.1
"Buah Tuppa, Segar",100,67.0,15.9,0.2,0.4
"Carica Papaya, Segar",100,24.0,3.7,0.2,1.9
"Cempedak, Segar",100,116.0,28.6,0.4,3.0
"Duku, Segar",100,63.0,16.1,0.2,1.0
"Durian, Segar",100,134.0,28.0,3.0,2.5
"Duwet, Segar",100,80.0,18.2,0.6,0.5
"Embacang, Segar",100,98.0,25.4,0.2,1.4
"Encung Asam, Segar",100,122.0,17.5,4.5,3.5
"Erbis, Segar",100,70.0,18.9,0.0,0.6
Gandaria Masak,100,68.0,18.0,0.1,0.7
"Gatep, Segar",100,191.0,39.7,1.5,4.5
"Jambu Air, Segar",100,46.0,11.8,0.2,0.6
Jambu Bj Putih Tdk Brbj,100,61.0,15.4,0.3,0.9
"Jambu Bol, Segar",100,49.0,9.6,0.2,2.3
"Jambu Monyet, Segar",100,64.0,15.8,0.6,0.7
"Jeruk Bali, Segar",100,48.0,12.4,0.2,0.6
"Jeruk Banjar, Segar",100,61.0,14.1,0.2,0.8
Jeruk Garut-Keprok,100,44.0,10.9,0.3,0.8
"Jeruk Kalamansi, Segar",100,39.0,8.9,0.3,0.3
"Jeruk Manis, Segar",100,45.0,11.2,0.2,0.9
"Jeruk Nipis, Segar",100,44.0,10.0,0.2,0.5
"Jeruk Ragi, Segar",100,49.0,11.1,0.2,0.7
"Kawista, Segar",100,120.0,20.8,2.5,3.5
"Kedondong Masak, Segar",100,46.0,10.3,0.1,1.0
"Kedondong, Segar",100,47.0,10.4,0.2,0.5
"Kelapa Hutan, Kering",100,623.0,36.5,52.1,2.0
"Kelapa Muda, Daging, Segar",100,68.0,14.0,0.9,1.0
"Kemang, Segar",100,48.0,11.9,0.2,1.0
"Kesemek, Segar",100,78.0,20.0,0.4,0.8
"Kokosan, Segar",100,86.0,13.0,0.2,1.6
"Kranji, Segar",100,315.0,73.5,1.4,2.1
"Langsat, Segar",100,56.0,14.3,0.2,0.9
"Lemon, Segar",100,34.0,6.2,0.8,0.5
"Lontar, Segar",100,27.0,6.0,0.2,0.4
"Mangga, Segar",100,52.0,12.3,0.0,0.7
"Mangga Benggala, Segar",100,63.0,12.4,0.4,2.4
"Mangga Gedung, Segar",100,44.0,11.2,0.2,0.7
"Mangga Golek, Segar",100,63.0,16.7,0.2,0.5
"Mangga Harumanis, Segar",100,46.0,11.9,0.2,0.4
"Mangga Indramayu, Segar",100,72.0,18.7,0.2,0.8
"Mangga Kopek, Segar",100,56.0,14.6,0.2,0.4
"Mangga Kwini, Segar",100,86.0,19.8,0.5,0.7
"Mangga Manalagi, Segar",100,133.0,32.1,0.1,1.0
"Mangga Muda, Segar",100,59.0,15.1,0.4,0.5
"Manggis, Segar",100,63.0,15.6,0.6,0.6
"Markisa, Segar",100,144.0,29.8,1.2,3.5
"Matoa, Segar",100,90.0,21.1,0.1,1.2
"Melon, Segar",100,37.0,7.8,0.4,0.6
"Menteng, Segar",100,65.0,16.1,0.3,1.7
"Nanas Palembang, Segar",100,58.0,13.3,0.2,0.7
"Nanas, Segar",100,40.0,9.9,0.3,0.6
"Nangka Masak Pohon, Segar",100,106.0,27.6,0.3,1.2
"Pala, Daging, Segar",100,42.0,10.9,0.2,0.3
"Pepaya, Segar (Papaya, Fresh)",100,46.0,12.2,0.1,0.5
"Pisang Ambon, Segar",100,108.0,24.3,0.8,1.0
"Pisang Angleng (Pisang Ampyang), Segar",100,68.0,17.2,0.2,1.3
"Pisang Ayam, Segar",100,120.0,26.8,0.2,1.1
"Pisang Gapi, Segar",100,131.0,31.1,0.1,1.6
"Pisang Goroho, Segar",100,119.0,27.9,0.2,1.5
"Pisang Hijau, Segar",100,121.0,28.9,0.1,1.0
"Pisang Kayu, Segar",100,100.0,23.6,0.5,1.4
"Pisang Kepok, Segar",100,109.0,26.3,0.5,0.8
"Pisang Ketip, Segar",100,145.0,34.5,0.3,1.1
"Pisang Kidang, Segar",100,96.0,22.5,0.2,1.0
"Pisang Lampung, Segar",100,99.0,25.6,0.2,1.3
"Pisang Mas Bali Ampenan, Segar",100,92.0,21.0,0.2,1.4
"Pisang Mas Bali Kopang, Segar",100,127.0,31.8,0.2,1.4
"Pisang Mas, Segar",100,127.0,33.6,0.2,1.4
"Pisang Raja Sereh, Segar",100,108.0,28.2,0.3,1.3
"Pisang Raja, Segar",100,120.0,31.8,0.2,1.2
"Pisang Ua, Segar",100,128.0,30.2,0.5,0.8
"Pisang Uli, Segar",100,134.0,35.5,0.5,1.1
"Purut, Segar",100,76.0,15.2,1.1,4.1
"Rambutan Binjai, Segar",100,76.0,18.0,0.2,0.5
"Rambutan, Segar",100,69.0,18.1,0.1,0.9
"Salak Bali, Segar",100,57.0,13.6,0.1,0.5
"Salak Medan, Segar",100,55.0,12.8,0.2,0.4
"Salak Pondoh, Segar",100,87.0,20.1,0.4,0.8
"Salak, Segar",100,77.0,20.9,,0.4
"Sawo Duren, Segar",100,64.0,8.0,3.1,1.0
"Sawo Kecik, Segar",100,111.0,21.6,2.3,0.9
"Sawo Manila, Segar",100,92.0,22.4,1.1,0.5
"Semangka, Segar",100,28.0,6.9,0.2,0.5
"Sirsak, Segar",100,65.0,16.3,0.3,1.0
"Sowa, Segar",100,48.0,9.1,0.6,1.6
"Srikaya, Segar",100,63.0,13.9,0.5,1.1
"Sukun Muda, Segar",100,119.0,28.1,0.2,1.4
"Sukun Tua, Segar",100,126.0,24.5,0.2,1.6
"Vigus, Segar",100,44.0,8.3,0.1,2.4
"Wani, Segar",100,74.0,17.1,0.3,0.8
Keripik Lampung,100,485.0,69.7,22.2,1.7
Ledre Pisang,100,405.0,84.9,5.1,4.8
Lempog Durian,100,320.0,63.7,5.7,3.5
Loka Anjoro,100,163.0,30.0,4.3,1.1
Rica-Rica Taipa,100,49.0,10.0,0.3,1.6
Rujak Aceh,100,82.0,19.7,0.3,0.4
Sale Kesemek,100,296.0,71.4,0.6,1.1
Sale Pisang Siam,100,281.0,66.1,0.7,2.4
"Sale Pisang, Cilacap",100,295.0,66.9,2.1,2.3
Tepung Pisang,100,338.0,80.6,0.4,2.9
Tepung Sukun,100,353.0,84.4,0.5,2.9
"Ayam, Ampela, Goreng",100,270.0,9.9,11.2,32.3
"Ayam, Usus, Goreng",100,473.0,13.9,26.3,45.2
"Bebek, Daging, Goreng",100,300.0,4.5,20.7,24.0
"Buaya, Daging, Dendeng, Mentah",100,365.0,30.8,4.8,49.6
Ham,100,384.0,0.3,35.0,16.9
"Itik Alabio, Daging, Dendeng, Mentah",100,496.0,18.4,33.5,30.3
Kerupuk Urat,100,588.0,1.2,40.9,53.7
"Menjangan, Daging, Dendeng, Mentah",100,322.0,22.7,2.0,55.8
"Punai, Daging, Goreng",100,224.0,4.4,11.3,26.2
"Rusa, Daging, Dendeng, Mentah",100,536.0,0.0,41.5,40.5
"Sapi, Abon",100,212.0,59.3,10.6,18.0
"Sapi, Abon, Asli",100,358.0,38.6,16.1,14.6
"Sapi, Daging, Asap",100,182.0,0.0,6.0,32.0
"Sapi, Daging, Dendeng, Mentah",100,301.0,0.0,9.0,55.0
"Sapi, Daging, Kornet",100,289.0,0.0,25.0,16.0
"Sapi, Daging, Sosis (Worst)",100,448.0,2.3,42.3,14.5
"Sapi, Hati, Sosis (Liverworst)",100,274.0,3.0,22.0,16.0
"Sapi, Paru, Dendeng, Mentah",100,360.0,19.2,6.0,57.3
"Sapi, Paru, Goreng",100,268.0,14.5,12.7,23.9
"Ulat Sagu, Panggang",100,380.0,14.9,30.3,11.9
"Ayam Goreng Church Texas, Dada",100,338.0,0.4,20.6,35.2
"Ayam Goreng Church,Texas Paha",100,287.0,1.7,15.7,31.0
"Ayam Goreng Church Texas, Sayap",100,295.0,1.5,16.0,34.0
"Ayam Goreng Kentucky, Dada",100,298.0,0.1,16.8,34.2
"Ayam Goreng Kentucky, Paha",100,286.0,1.1,16.1,32.1
"Ayam  Goreng Kentucky,Sayap",100,297.0,1.6,15.2,35.9
Ayam Goreng Mbok Berek Dada,100,295.0,1.0,13.6,39.2
"Ayam Goreng Pasundan, Dada",100,246.0,0.7,9.0,37.9
"Ayam Goreng Pasundan, Paha",100,245.0,0.3,11.4,33.1
"Ayam Goreng Pioneer, Dada",100,295.0,0.6,14.7,37.4
"Ayam Goreng Sukabumi, Dada",100,244.0,1.0,9.2,36.7
"Ayam Goreng Sukabumi, Paha",100,283.0,0.5,14.3,35.7
"Ayam Taliwang, Masakan",100,264.0,2.7,20.1,18.2
"Babi Hutan Masak Rica, Masakan",100,491.0,0.2,16.3,24.6
Beef Burger,100,258.0,32.5,9.5,10.6
"Beef Teriyaki, Masakan",100,151.0,22.3,3.1,8.6
